SITE	SPECIES	TOTAL	TYPE	PTOLR	NATIVE_MBSS	TROPHIC_MBSS	SILT	PIRHALLA	FIBISTRATA	ACREAGE	LEN_SAMP	AVWID	TOTBIOM	Index.Name
UKXM-434-R-1111	TESSELLATED DARTER	17	DARTER	T	N	IV	N	1.8	COASTAL	290.6696115	75	1.5	957	MBSS.2005.Fish
UKXM-434-R-1111	EASTERN MUDMINNOW	15	NOTYPE	T	N	IV	N	-2.34	COASTAL	290.6696115	75	1.5	957	MBSS.2005.Fish
UKXM-434-R-1111	GREEN SUNFISH	93	SUNFISH	T	IC	GE	N	2.52	COASTAL	290.6696115	75	1.5	957	MBSS.2005.Fish
UKXM-434-R-1111	LEAST BROOK LAMPREY	7	LAMPREY	NOTYPE	N	FF	N	-0.32	COASTAL	290.6696115	75	1.5	957	MBSS.2005.Fish
UKXM-434-R-1111	LEPOMIS HYBRID	1	SUNFISH	NOTYPE	NOTYPE	NOTYPE	NOTYPE	0	COASTAL	290.6696115	75	1.5	957	MBSS.2005.Fish
UKXM-434-R-1111	REDBREAST SUNFISH	8	SUNFISH	NOTYPE	IY	GE	N	2.11	COASTAL	290.6696115	75	1.5	957	MBSS.2005.Fish
UKXM-434-R-1111	BLUEGILL	6	SUNFISH	T	IC	IV	N	0.63	COASTAL	290.6696115	75	1.5	957	MBSS.2005.Fish
UKXM-434-R-1111	AMERICAN EEL	5	NOTYPE	NOTYPE	N	GE	N	1.43	COASTAL	290.6696115	75	1.5	957	MBSS.2005.Fish
UKXM-436-R-1111	EASTERN MUDMINNOW	1	NOTYPE	T	N	IV	N	-2.34	COASTAL	935.6136615	75	2.125	268	MBSS.2005.Fish
UKXM-436-R-1111	LEAST BROOK LAMPREY	1	LAMPREY	NOTYPE	N	FF	N	-0.32	COASTAL	935.6136615	75	2.125	268	MBSS.2005.Fish
UKXM-436-R-1111	GOLDEN SHINER	8	OTHRCYPR	T	N	OM	N	-2.01	COASTAL	935.6136615	75	2.125	268	MBSS.2005.Fish
UKXM-436-R-1111	TESSELLATED DARTER	3	DARTER	T	N	IV	N	1.8	COASTAL	935.6136615	75	2.125	268	MBSS.2005.Fish
UKXM-436-R-1111	CREEK CHUBSUCKER	1	SUCKER	NOTYPE	N	IV	N	-0.79	COASTAL	935.6136615	75	2.125	268	MBSS.2005.Fish
UKXM-436-R-1111	CHAIN PICKEREL	1	NOTYPE	NOTYPE	IY	TP	N	0.98	COASTAL	935.6136615	75	2.125	268	MBSS.2005.Fish
UKXM-436-R-1111	BLUEGILL	14	SUNFISH	T	IC	IV	N	0.63	COASTAL	935.6136615	75	2.125	268	MBSS.2005.Fish
UKXM-436-R-1111	AMERICAN EEL	2	NOTYPE	NOTYPE	N	GE	N	1.43	COASTAL	935.6136615	75	2.125	268	MBSS.2005.Fish
UKXM-436-R-1111	GREEN SUNFISH	5	SUNFISH	T	IC	GE	N	2.52	COASTAL	935.6136615	75	2.125	268	MBSS.2005.Fish
UKXM-4410-R-1111	EASTERN MUDMINNOW	30	NOTYPE	T	N	IV	N	-2.34	COASTAL	403.423623	75	1.425	115	MBSS.2005.Fish
UKXM-4410-R-1111	TESSELLATED DARTER	1	DARTER	T	N	IV	N	1.8	COASTAL	403.423623	75	1.425	115	MBSS.2005.Fish
UKXM-4410-R-1111	AMERICAN EEL	1	NOTYPE	NOTYPE	N	GE	N	1.43	COASTAL	403.423623	75	1.425	115	MBSS.2005.Fish
URGN-5310-R-1111	PUMPKINSEED	1	SUNFISH	T	IY	IV	N	-0.37	EPIEDMONT	2749.240809	75	10.175	8985	MBSS.2005.Fish
URGN-5310-R-1111	NORTHERN HOGSUCKER	20	SUCKER	I	N	IV	Y	3.81	EPIEDMONT	2749.240809	75	10.175	8985	MBSS.2005.Fish
URGN-5310-R-1111	WHITE SUCKER	23	SUCKER	T	N	OM	Y	2.89	EPIEDMONT	2749.240809	75	10.175	8985	MBSS.2005.Fish
URGN-5310-R-1111	LARGEMOUTH BASS	3	NOTYPE	T	IC	TP	N	1.55	EPIEDMONT	2749.240809	75	10.175	8985	MBSS.2005.Fish
URGN-5310-R-1111	SATINFIN SHINER	2	SHINER	I	N	IV	N	2.98	EPIEDMONT	2749.240809	75	10.175	8985	MBSS.2005.Fish
URGN-5310-R-1111	REDBREAST SUNFISH	20	SUNFISH	NOTYPE	IY	GE	N	2.11	EPIEDMONT	2749.240809	75	10.175	8985	MBSS.2005.Fish
URGN-5310-R-1111	RIVER CHUB	2	OTHRCYPR	I	N	OM	Y	3.89	EPIEDMONT	2749.240809	75	10.175	8985	MBSS.2005.Fish
URGN-5310-R-1111	BLUEGILL	37	SUNFISH	T	IC	IV	N	0.63	EPIEDMONT	2749.240809	75	10.175	8985	MBSS.2005.Fish
URGN-5310-R-1111	CREEK CHUBSUCKER	3	SUCKER	NOTYPE	N	IV	N	-0.79	EPIEDMONT	2749.240809	75	10.175	8985	MBSS.2005.Fish
URGN-5310-R-1111	GOLDEN SHINER	2	OTHRCYPR	T	N	OM	N	-2.01	EPIEDMONT	2749.240809	75	10.175	8985	MBSS.2005.Fish
URGN-5310-R-1111	GREEN SUNFISH	16	SUNFISH	T	IC	GE	N	2.52	EPIEDMONT	2749.240809	75	10.175	8985	MBSS.2005.Fish
URGN-5310-R-1111	EASTERN MOSQUITOFISH	9	NOTYPE	NOTYPE	N	IV	N	0	EPIEDMONT	2749.240809	75	10.175	8985	MBSS.2005.Fish
URGN-5310-R-1111	SWALLOWTAIL SHINER	21	SHINER	NOTYPE	N	IV	Y	2	EPIEDMONT	2749.240809	75	10.175	8985	MBSS.2005.Fish
URGN-5310-R-1111	TESSELLATED DARTER	4	DARTER	T	N	IV	N	1.8	EPIEDMONT	2749.240809	75	10.175	8985	MBSS.2005.Fish
URGN-5310-R-1111	AMERICAN EEL	14	NOTYPE	NOTYPE	N	GE	N	1.43	EPIEDMONT	2749.240809	75	10.175	8985	MBSS.2005.Fish
URGN-634-R-1111	COMMON SHINER	24	SHINER	I	N	OM	Y	3.83	EPIEDMONT	8329.118814	75	10.95	15450	MBSS.2005.Fish
URGN-634-R-1111	NORTHERN HOGSUCKER	92	SUCKER	I	N	IV	Y	3.81	EPIEDMONT	8329.118814	75	10.95	15450	MBSS.2005.Fish
URGN-634-R-1111	MARGINED MADTOM	9	MADTOM	I	IY	IV	N	3.52	EPIEDMONT	8329.118814	75	10.95	15450	MBSS.2005.Fish
URGN-634-R-1111	LONGNOSE DACE	19	OTHRCYPR	NOTYPE	N	OM	N	3.72	EPIEDMONT	8329.118814	75	10.95	15450	MBSS.2005.Fish
URGN-634-R-1111	GREEN SUNFISH	3	SUNFISH	T	IC	GE	N	2.52	EPIEDMONT	8329.118814	75	10.95	15450	MBSS.2005.Fish
URGN-634-R-1111	CUTLIP MINNOW	25	OTHRCYPR	NOTYPE	N	IV	Y	3.83	EPIEDMONT	8329.118814	75	10.95	15450	MBSS.2005.Fish
URGN-634-R-1111	REDBREAST SUNFISH	21	SUNFISH	NOTYPE	IY	GE	N	2.11	EPIEDMONT	8329.118814	75	10.95	15450	MBSS.2005.Fish
URGN-634-R-1111	SATINFIN SHINER	3	SHINER	I	N	IV	N	2.98	EPIEDMONT	8329.118814	75	10.95	15450	MBSS.2005.Fish
URGN-634-R-1111	CREEK CHUB	7	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	8329.118814	75	10.95	15450	MBSS.2005.Fish
URGN-634-R-1111	BLUE RIDGE SCULPIN	33	SCULPIN	I	N	IS	Y	0	EPIEDMONT	8329.118814	75	10.95	15450	MBSS.2005.Fish
URGN-634-R-1111	SMALLMOUTH BASS	72	NOTYPE	NOTYPE	IC	TP	N	3.77	EPIEDMONT	8329.118814	75	10.95	15450	MBSS.2005.Fish
URGN-634-R-1111	SWALLOWTAIL SHINER	2	SHINER	NOTYPE	N	IV	Y	2	EPIEDMONT	8329.118814	75	10.95	15450	MBSS.2005.Fish
URGN-634-R-1111	TESSELLATED DARTER	38	DARTER	T	N	IV	N	1.8	EPIEDMONT	8329.118814	75	10.95	15450	MBSS.2005.Fish
URGN-634-R-1111	WHITE SUCKER	42	SUCKER	T	N	OM	Y	2.89	EPIEDMONT	8329.118814	75	10.95	15450	MBSS.2005.Fish
URGN-634-R-1111	AMERICAN EEL	37	NOTYPE	NOTYPE	N	GE	N	1.43	EPIEDMONT	8329.118814	75	10.95	15450	MBSS.2005.Fish
URGN-634-R-1111	ROSYSIDE DACE	11	OTHRCYPR	NOTYPE	N	IV	Y	3.04	EPIEDMONT	8329.118814	75	10.95	15450	MBSS.2005.Fish
URGN-634-R-1111	BLUEGILL	3	SUNFISH	T	IC	IV	N	0.63	EPIEDMONT	8329.118814	75	10.95	15450	MBSS.2005.Fish
URGN-634-R-1111	RIVER CHUB	97	OTHRCYPR	I	N	OM	Y	3.89	EPIEDMONT	8329.118814	75	10.95	15450	MBSS.2005.Fish
URGN-639-R-1111	SWALLOWTAIL SHINER	135	SHINER	NOTYPE	N	IV	Y	2	EPIEDMONT	6903.12528	75	8.1	8660	MBSS.2005.Fish
URGN-639-R-1111	NORTHERN HOGSUCKER	127	SUCKER	I	N	IV	Y	3.81	EPIEDMONT	6903.12528	75	8.1	8660	MBSS.2005.Fish
URGN-639-R-1111	BLUE RIDGE SCULPIN	873	SCULPIN	I	N	IS	Y	0	EPIEDMONT	6903.12528	75	8.1	8660	MBSS.2005.Fish
URGN-639-R-1111	BLUEGILL	8	SUNFISH	T	IC	IV	N	0.63	EPIEDMONT	6903.12528	75	8.1	8660	MBSS.2005.Fish
URGN-639-R-1111	COMMON SHINER	6	SHINER	I	N	OM	Y	3.83	EPIEDMONT	6903.12528	75	8.1	8660	MBSS.2005.Fish
URGN-639-R-1111	RIVER CHUB	85	OTHRCYPR	I	N	OM	Y	3.89	EPIEDMONT	6903.12528	75	8.1	8660	MBSS.2005.Fish
URGN-639-R-1111	SMALLMOUTH BASS	52	NOTYPE	NOTYPE	IC	TP	N	3.77	EPIEDMONT	6903.12528	75	8.1	8660	MBSS.2005.Fish
URGN-639-R-1111	MARGINED MADTOM	53	MADTOM	I	IY	IV	N	3.52	EPIEDMONT	6903.12528	75	8.1	8660	MBSS.2005.Fish
URGN-639-R-1111	TESSELLATED DARTER	566	DARTER	T	N	IV	N	1.8	EPIEDMONT	6903.12528	75	8.1	8660	MBSS.2005.Fish
URGN-639-R-1111	CREEK CHUB	111	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	6903.12528	75	8.1	8660	MBSS.2005.Fish
URGN-639-R-1111	CUTLIP MINNOW	23	OTHRCYPR	NOTYPE	N	IV	Y	3.83	EPIEDMONT	6903.12528	75	8.1	8660	MBSS.2005.Fish
URGN-639-R-1111	CYPRINELLA SP.	25	SHINER	I	N	IV	N	0	EPIEDMONT	6903.12528	75	8.1	8660	MBSS.2005.Fish
URGN-639-R-1111	REDBREAST SUNFISH	8	SUNFISH	NOTYPE	IY	GE	N	2.11	EPIEDMONT	6903.12528	75	8.1	8660	MBSS.2005.Fish
URGN-639-R-1111	LARGEMOUTH BASS	1	NOTYPE	T	IC	TP	N	1.55	EPIEDMONT	6903.12528	75	8.1	8660	MBSS.2005.Fish
URGN-639-R-1111	ROSYSIDE DACE	72	OTHRCYPR	NOTYPE	N	IV	Y	3.04	EPIEDMONT	6903.12528	75	8.1	8660	MBSS.2005.Fish
URGN-639-R-1111	BLACKNOSE DACE	95	OTHRCYPR	T	N	OM	N	1.81	EPIEDMONT	6903.12528	75	8.1	8660	MBSS.2005.Fish
URGN-639-R-1111	AMERICAN EEL	57	NOTYPE	NOTYPE	N	GE	N	1.43	EPIEDMONT	6903.12528	75	8.1	8660	MBSS.2005.Fish
URGN-639-R-1111	WHITE SUCKER	614	SUCKER	T	N	OM	Y	2.89	EPIEDMONT	6903.12528	75	8.1	8660	MBSS.2005.Fish
URGN-639-R-1111	LONGNOSE DACE	431	OTHRCYPR	NOTYPE	N	OM	N	3.72	EPIEDMONT	6903.12528	75	8.1	8660	MBSS.2005.Fish
VAKB-438-R-1111	BLACKNOSE DACE	78	OTHRCYPR	T	N	OM	N	1.81	EPIEDMONT	885.574899	75	3.225	1919	MBSS.2005.Fish
VAKB-438-R-1111	PUMPKINSEED	11	SUNFISH	T	IY	IV	N	-0.37	EPIEDMONT	885.574899	75	3.225	1919	MBSS.2005.Fish
VAKB-438-R-1111	ROSYSIDE DACE	1	OTHRCYPR	NOTYPE	N	IV	Y	3.04	EPIEDMONT	885.574899	75	3.225	1919	MBSS.2005.Fish
VAKB-438-R-1111	AMERICAN EEL	2	NOTYPE	NOTYPE	N	GE	N	1.43	EPIEDMONT	885.574899	75	3.225	1919	MBSS.2005.Fish
VAKB-438-R-1111	CREEK CHUB	40	OTHRCYPR	T	N	GE	Y	1.87	EPIEDMONT	885.574899	75	3.225	1919	MBSS.2005.Fish
VAKB-438-R-1111	CREEK CHUBSUCKER	11	SUCKER	NOTYPE	N	IV	N	-0.79	EPIEDMONT	885.574899	75	3.225	1919	MBSS.2005.Fish
VAKB-438-R-1111	WHITE SUCKER	14	SUCKER	T	N	OM	Y	2.89	EPIEDMONT	885.574899	75	3.225	1919	MBSS.2005.Fish
VAKB-438-R-1111	TESSELLATED DARTER	44	DARTER	T	N	IV	N	1.8	EPIEDMONT	885.574899	75	3.225	1919	MBSS.2005.Fish
VAKB-438-R-1111	REDBREAST SUNFISH	5	SUNFISH	NOTYPE	IY	GE	N	2.11	EPIEDMONT	885.574899	75	3.225	1919	MBSS.2005.Fish
VAKB-438-R-1111	EASTERN MUDMINNOW	34	NOTYPE	T	N	IV	N	-2.34	EPIEDMONT	885.574899	75	3.225	1919	MBSS.2005.Fish
VAKB-438-R-1111	FALLFISH	7	OTHRCYPR	I	N	GE	Y	2.51	EPIEDMONT	885.574899	75	3.225	1919	MBSS.2005.Fish
VHGH-434-R-1111	BLACKNOSE DACE	114	OTHRCYPR	T	N	OM	N	1.81	HIGHLAND	936.725634	75	4.8	440	MBSS.2005.Fish
VHGH-434-R-1111	BLUNTNOSE MINNOW	1	OTHRCYPR	T	N	OM	N	2.24	HIGHLAND	936.725634	75	4.8	440	MBSS.2005.Fish
VHGH-434-R-1111	GREEN SUNFISH	7	SUNFISH	T	IC	GE	N	2.52	HIGHLAND	936.725634	75	4.8	440	MBSS.2005.Fish
VHGH-555-R-1111	ROCK BASS	3	SUNFISH	NOTYPE	IC	GE	Y	3.06	HIGHLAND	2618.028054	75	3.95	1287	MBSS.2005.Fish
VHGH-555-R-1111	PEARL DACE	9	OTHRCYPR	NOTYPE	N	IV	Y	0	HIGHLAND	2618.028054	75	3.95	1287	MBSS.2005.Fish
VHGH-555-R-1111	WHITE SUCKER	7	SUCKER	T	N	OM	Y	2.89	HIGHLAND	2618.028054	75	3.95	1287	MBSS.2005.Fish
VHGH-555-R-1111	CREEK CHUB	11	OTHRCYPR	T	N	GE	Y	1.87	HIGHLAND	2618.028054	75	3.95	1287	MBSS.2005.Fish
VHGH-555-R-1111	SMALLMOUTH BASS	1	NOTYPE	NOTYPE	IC	TP	N	3.77	HIGHLAND	2618.028054	75	3.95	1287	MBSS.2005.Fish
VHGH-555-R-1111	BLACKNOSE DACE	34	OTHRCYPR	T	N	OM	N	1.81	HIGHLAND	2618.028054	75	3.95	1287	MBSS.2005.Fish
VHGH-555-R-1111	BLUEGILL	1	SUNFISH	T	IC	IV	N	0.63	HIGHLAND	2618.028054	75	3.95	1287	MBSS.2005.Fish
VHGH-555-R-1111	BLUNTNOSE MINNOW	2	OTHRCYPR	T	N	OM	N	2.24	HIGHLAND	2618.028054	75	3.95	1287	MBSS.2005.Fish
VHGH-555-R-1111	EASTERN MOSQUITOFISH	7	NOTYPE	NOTYPE	N	IV	N	0	HIGHLAND	2618.028054	75	3.95	1287	MBSS.2005.Fish
VHGH-555-R-1111	POTOMAC SCULPIN	120	SCULPIN	NOTYPE	N	IS	Y	2.35	HIGHLAND	2618.028054	75	3.95	1287	MBSS.2005.Fish
VHGH-555-R-1111	BANDED KILLIFISH	1	NOTYPE	NOTYPE	N	IV	N	-0.52	HIGHLAND	2618.028054	75	3.95	1287	MBSS.2005.Fish
VHGH-645-R-1111	TESSELLATED DARTER	1	DARTER	T	N	IV	N	1.8	HIGHLAND	6485.02362	75	6.075	1062	MBSS.2005.Fish
VHGH-645-R-1111	POTOMAC SCULPIN	152	SCULPIN	NOTYPE	N	IS	Y	2.35	HIGHLAND	6485.02362	75	6.075	1062	MBSS.2005.Fish
VHGH-645-R-1111	LONGNOSE DACE	32	OTHRCYPR	NOTYPE	N	OM	N	3.72	HIGHLAND	6485.02362	75	6.075	1062	MBSS.2005.Fish
VHGH-645-R-1111	BLACKNOSE DACE	46	OTHRCYPR	T	N	OM	N	1.81	HIGHLAND	6485.02362	75	6.075	1062	MBSS.2005.Fish
VHGH-645-R-1111	ROCK BASS	4	SUNFISH	NOTYPE	IC	GE	Y	3.06	HIGHLAND	6485.02362	75	6.075	1062	MBSS.2005.Fish
VHGH-645-R-1111	GREENSIDE DARTER	2	DARTER	NOTYPE	N	IS	N	3.7	HIGHLAND	6485.02362	75	6.075	1062	MBSS.2005.Fish
VHGH-645-R-1111	CREEK CHUB	1	OTHRCYPR	T	N	GE	Y	1.87	HIGHLAND	6485.02362	75	6.075	1062	MBSS.2005.Fish
VHGH-645-R-1111	RAINBOW DARTER	3	DARTER	NOTYPE	N	IS	Y	0	HIGHLAND	6485.02362	75	6.075	1062	MBSS.2005.Fish
VHGH-645-R-1111	BLUNTNOSE MINNOW	5	OTHRCYPR	T	N	OM	N	2.24	HIGHLAND	6485.02362	75	6.075	1062	MBSS.2005.Fish
VHKL-435-S-1111	EASTERN MOSQUITOFISH	1	NOTYPE	NOTYPE	N	IV	N	0	COASTAL	639	75	1.35	327	MBSS.2005.Fish
VHKL-435-S-1111	EASTERN MUDMINNOW	266	NOTYPE	T	N	IV	N	-2.34	COASTAL	639	75	1.35	327	MBSS.2005.Fish
VHKL-435-S-1111	REDFIN PICKEREL	5	NOTYPE	T	IY	TP	N	-1.61	COASTAL	639	75	1.35	327	MBSS.2005.Fish
WHNU-442-R-1111	BLACKNOSE DACE	111	OTHRCYPR	T	N	OM	N	1.81	HIGHLAND	392.5262925	75	2.4	617	MBSS.2005.Fish
WHNU-442-R-1111	BLUE RIDGE SCULPIN	88	SCULPIN	I	N	IS	Y	0	HIGHLAND	392.5262925	75	2.4	617	MBSS.2005.Fish
WHNU-442-R-1111	CREEK CHUB	13	OTHRCYPR	T	N	GE	Y	1.87	HIGHLAND	392.5262925	75	2.4	617	MBSS.2005.Fish
WHNU-541-R-1111	POTOMAC SCULPIN	12	SCULPIN	NOTYPE	N	IS	Y	2.35	HIGHLAND	3474.024484	75	2.125	2617	MBSS.2005.Fish
WHNU-541-R-1111	ROSYSIDE DACE	218	OTHRCYPR	NOTYPE	N	IV	Y	3.04	HIGHLAND	3474.024484	75	2.125	2617	MBSS.2005.Fish
WHNU-541-R-1111	WHITE SUCKER	24	SUCKER	T	N	OM	Y	2.89	HIGHLAND	3474.024484	75	2.125	2617	MBSS.2005.Fish
WHNU-541-R-1111	GREEN SUNFISH	4	SUNFISH	T	IC	GE	N	2.52	HIGHLAND	3474.024484	75	2.125	2617	MBSS.2005.Fish
WHNU-541-R-1111	FANTAIL DARTER	22	DARTER	NOTYPE	N	IS	Y	2.77	HIGHLAND	3474.024484	75	2.125	2617	MBSS.2005.Fish
WHNU-541-R-1111	EASTERN SILVERY MINNOW	17	OTHRCYPR	NOTYPE	N	AL	N	0	HIGHLAND	3474.024484	75	2.125	2617	MBSS.2005.Fish
WHNU-541-R-1111	CREEK CHUB	53	OTHRCYPR	T	N	GE	Y	1.87	HIGHLAND	3474.024484	75	2.125	2617	MBSS.2005.Fish
WHNU-541-R-1111	BLUNTNOSE MINNOW	13	OTHRCYPR	T	N	OM	N	2.24	HIGHLAND	3474.024484	75	2.125	2617	MBSS.2005.Fish
WHNU-541-R-1111	LONGNOSE DACE	10	OTHRCYPR	NOTYPE	N	OM	N	3.72	HIGHLAND	3474.024484	75	2.125	2617	MBSS.2005.Fish
WHNU-541-R-1111	YELLOW BULLHEAD	4	NOTYPE	NOTYPE	N	OM	N	1.62	HIGHLAND	3474.024484	75	2.125	2617	MBSS.2005.Fish
WHNU-541-R-1111	CENTRAL STONEROLLER	2	OTHRCYPR	I	N	AL	Y	3.66	HIGHLAND	3474.024484	75	2.125	2617	MBSS.2005.Fish
WHNU-541-R-1111	BLACKNOSE DACE	202	OTHRCYPR	T	N	OM	N	1.81	HIGHLAND	3474.024484	75	2.125	2617	MBSS.2005.Fish
WHNU-541-R-1111	BLUE RIDGE SCULPIN	33	SCULPIN	I	N	IS	Y	0	HIGHLAND	3474.024484	75	2.125	2617	MBSS.2005.Fish
WHNU-554-R-1111	LONGNOSE DACE	24	OTHRCYPR	NOTYPE	N	OM	N	3.72	HIGHLAND	3354.376243	75	3.975	5987	MBSS.2005.Fish
WHNU-554-R-1111	GREEN SUNFISH	3	SUNFISH	T	IC	GE	N	2.52	HIGHLAND	3354.376243	75	3.975	5987	MBSS.2005.Fish
WHNU-554-R-1111	WHITE SUCKER	63	SUCKER	T	N	OM	Y	2.89	HIGHLAND	3354.376243	75	3.975	5987	MBSS.2005.Fish
WHNU-554-R-1111	CENTRAL STONEROLLER	9	OTHRCYPR	I	N	AL	Y	3.66	HIGHLAND	3354.376243	75	3.975	5987	MBSS.2005.Fish
WHNU-554-R-1111	FANTAIL DARTER	13	DARTER	NOTYPE	N	IS	Y	2.77	HIGHLAND	3354.376243	75	3.975	5987	MBSS.2005.Fish
WHNU-554-R-1111	REDBREAST SUNFISH	10	SUNFISH	NOTYPE	IY	GE	N	2.11	HIGHLAND	3354.376243	75	3.975	5987	MBSS.2005.Fish
WHNU-554-R-1111	BLUEGILL	11	SUNFISH	T	IC	IV	N	0.63	HIGHLAND	3354.376243	75	3.975	5987	MBSS.2005.Fish
WHNU-554-R-1111	BLUE RIDGE SCULPIN	247	SCULPIN	I	N	IS	Y	0	HIGHLAND	3354.376243	75	3.975	5987	MBSS.2005.Fish
WHNU-554-R-1111	BLACKNOSE DACE	296	OTHRCYPR	T	N	OM	N	1.81	HIGHLAND	3354.376243	75	3.975	5987	MBSS.2005.Fish
WHNU-554-R-1111	CREEK CHUB	36	OTHRCYPR	T	N	GE	Y	1.87	HIGHLAND	3354.376243	75	3.975	5987	MBSS.2005.Fish
WHNU-554-R-1111	ROSYSIDE DACE	55	OTHRCYPR	NOTYPE	N	IV	Y	3.04	HIGHLAND	3354.376243	75	3.975	5987	MBSS.2005.Fish
WHNU-554-R-1111	POTOMAC SCULPIN	51	SCULPIN	NOTYPE	N	IS	Y	2.35	HIGHLAND	3354.376243	75	3.975	5987	MBSS.2005.Fish
WHNU-554-R-1111	SUNFISH (HYBRID)	1	SUNFISH	NOTYPE	NOTYPE	NOTYPE	NOTYPE	0	HIGHLAND	3354.376243	75	3.975	5987	MBSS.2005.Fish
WHNU-558-R-1111	YELLOW BULLHEAD	5	NOTYPE	NOTYPE	N	OM	N	1.62	HIGHLAND	3928.821237	75	6	1529	MBSS.2005.Fish
WHNU-558-R-1111	WHITE SUCKER	62	SUCKER	T	N	OM	Y	2.89	HIGHLAND	3928.821237	75	6	1529	MBSS.2005.Fish
WHNU-558-R-1111	CREEK CHUB	45	OTHRCYPR	T	N	GE	Y	1.87	HIGHLAND	3928.821237	75	6	1529	MBSS.2005.Fish
WHNU-558-R-1111	BLUNTNOSE MINNOW	239	OTHRCYPR	T	N	OM	N	2.24	HIGHLAND	3928.821237	75	6	1529	MBSS.2005.Fish
WHNU-558-R-1111	LONGNOSE DACE	30	OTHRCYPR	NOTYPE	N	OM	N	3.72	HIGHLAND	3928.821237	75	6	1529	MBSS.2005.Fish
WHNU-558-R-1111	GREENSIDE DARTER	2	DARTER	NOTYPE	N	IS	N	3.7	HIGHLAND	3928.821237	75	6	1529	MBSS.2005.Fish
WHNU-558-R-1111	FANTAIL DARTER	56	DARTER	NOTYPE	N	IS	Y	2.77	HIGHLAND	3928.821237	75	6	1529	MBSS.2005.Fish
WHNU-558-R-1111	CENTRAL STONEROLLER	23	OTHRCYPR	I	N	AL	Y	3.66	HIGHLAND	3928.821237	75	6	1529	MBSS.2005.Fish
WHNU-558-R-1111	BLACKNOSE DACE	215	OTHRCYPR	T	N	OM	N	1.81	HIGHLAND	3928.821237	75	6	1529	MBSS.2005.Fish
WHNU-642-R-1111	LONGNOSE DACE	31	OTHRCYPR	NOTYPE	N	OM	N	3.72	HIGHLAND	35237.51895	75	15.525	6020	MBSS.2005.Fish
WHNU-642-R-1111	YELLOW BULLHEAD	3	NOTYPE	NOTYPE	N	OM	N	1.62	HIGHLAND	35237.51895	75	15.525	6020	MBSS.2005.Fish
WHNU-642-R-1111	WHITE SUCKER	54	SUCKER	T	N	OM	Y	2.89	HIGHLAND	35237.51895	75	15.525	6020	MBSS.2005.Fish
WHNU-642-R-1111	TESSELLATED DARTER	4	DARTER	T	N	IV	N	1.8	HIGHLAND	35237.51895	75	15.525	6020	MBSS.2005.Fish
WHNU-642-R-1111	SPOTTAIL SHINER	48	SHINER	I	N	OM	Y	3.46	HIGHLAND	35237.51895	75	15.525	6020	MBSS.2005.Fish
WHNU-642-R-1111	SPOTFIN SHINER	13	SHINER	I	N	IV	N	3.38	HIGHLAND	35237.51895	75	15.525	6020	MBSS.2005.Fish
WHNU-642-R-1111	SILVERJAW MINNOW	11	OTHRCYPR	NOTYPE	N	OM	Y	3.88	HIGHLAND	35237.51895	75	15.525	6020	MBSS.2005.Fish
WHNU-642-R-1111	ROSYFACE SHINER	29	SHINER	NOTYPE	N	IV	Y	3.93	HIGHLAND	35237.51895	75	15.525	6020	MBSS.2005.Fish
WHNU-642-R-1111	REDBREAST SUNFISH	16	SUNFISH	NOTYPE	IY	GE	N	2.11	HIGHLAND	35237.51895	75	15.525	6020	MBSS.2005.Fish
WHNU-642-R-1111	POTOMAC SCULPIN	57	SCULPIN	NOTYPE	N	IS	Y	2.35	HIGHLAND	35237.51895	75	15.525	6020	MBSS.2005.Fish
WHNU-642-R-1111	CREEK CHUB	15	OTHRCYPR	T	N	GE	Y	1.87	HIGHLAND	35237.51895	75	15.525	6020	MBSS.2005.Fish
WHNU-642-R-1111	MARGINED MADTOM	1	MADTOM	I	IY	IV	N	3.52	HIGHLAND	35237.51895	75	15.525	6020	MBSS.2005.Fish
WHNU-642-R-1111	BLACKNOSE DACE	263	OTHRCYPR	T	N	OM	N	1.81	HIGHLAND	35237.51895	75	15.525	6020	MBSS.2005.Fish
WHNU-642-R-1111	GREENSIDE DARTER	11	DARTER	NOTYPE	N	IS	N	3.7	HIGHLAND	35237.51895	75	15.525	6020	MBSS.2005.Fish
WHNU-642-R-1111	GREEN SUNFISH	27	SUNFISH	T	IC	GE	N	2.52	HIGHLAND	35237.51895	75	15.525	6020	MBSS.2005.Fish
WHNU-642-R-1111	FANTAIL DARTER	27	DARTER	NOTYPE	N	IS	Y	2.77	HIGHLAND	35237.51895	75	15.525	6020	MBSS.2005.Fish
WHNU-642-R-1111	CUTLIP MINNOW	6	OTHRCYPR	NOTYPE	N	IV	Y	3.83	HIGHLAND	35237.51895	75	15.525	6020	MBSS.2005.Fish
WHNU-642-R-1111	COMMON SHINER	23	SHINER	I	N	OM	Y	3.83	HIGHLAND	35237.51895	75	15.525	6020	MBSS.2005.Fish
WHNU-642-R-1111	CENTRAL STONEROLLER	31	OTHRCYPR	I	N	AL	Y	3.66	HIGHLAND	35237.51895	75	15.525	6020	MBSS.2005.Fish
WHNU-642-R-1111	BLUNTNOSE MINNOW	62	OTHRCYPR	T	N	OM	N	2.24	HIGHLAND	35237.51895	75	15.525	6020	MBSS.2005.Fish
