INDEX_NAME	Index_Region	SITE_TYPE	SampleID	TaxaID	N_TAXA	Exclude	NonTarget	Phylum	Class	Order	Family	Subfamily	Tribe	Genus	BCG_Attr	Thermal_Indicator	FFG	Clinger	LongLived	Noteworthy	Habitat	SubPhylum	InfraOrder	Habit	Life_Cycle	TolVal	FFG2	TolVal2
BCG.PacNW.L360	ALL	lo	09112DFW	Ceratopogoninae	3	FALSE	FALSE	Arthropoda	Insecta	Diptera	Ceratopogonidae	Ceratopogoninae			4	cold_cool	PR	no	FALSE	FALSE	GENE							
BCG.PacNW.L361	ALL	lo	09112DFW	Cleptelmis addenda	65	FALSE	FALSE	Arthropoda	Insecta	Coleoptera	Elmidae	Elminae		Cleptelmis	4	cool_warm	GC	yes	TRUE	FALSE	RHEO							
BCG.PacNW.L362	ALL	lo	09112DFW	Dicosmoecus gilvipes	1	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Limnephilidae	Dicosmoecinae		Dicosmoecus	3	cold_cool	SC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L363	ALL	lo	09112DFW	Dicranota	7	FALSE	FALSE	Arthropoda	Insecta	Diptera	Pediciidae	Pediciinae		Dicranota	4	cold_cool	PR	no	FALSE	FALSE	GENE							
BCG.PacNW.L364	ALL	lo	09112DFW	Drunella grandis/spinifera	3	FALSE	FALSE	Arthropoda	Insecta	Ephemeroptera	Ephemerellidae			Drunella	3	NA	PR	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L365	ALL	lo	09112DFW	Dytiscidae	13	FALSE	FALSE	Arthropoda	Insecta	Coleoptera	Dytiscidae				3	cool_warm	PR	no	FALSE	FALSE	GENE							
BCG.PacNW.L366	ALL	lo	09112DFW	Empididae	2	FALSE	FALSE	Arthropoda	Insecta	Diptera	Empididae				4	NA	PR	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L367	ALL	lo	09112DFW	Fluminicola	1	FALSE	FALSE	Mollusca	Gastropoda	Littorinimorpha				Fluminicola	4	warm	SC	no	TRUE	FALSE	RHEO							
BCG.PacNW.L368	ALL	lo	09112DFW	Glossosoma	6	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Glossosomatidae	Glossosomatinae	Glossosomatini	Glossosoma	3	cold_cool	SC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L369	ALL	lo	09112DFW	Glutops	4	FALSE	FALSE	Arthropoda	Insecta	Diptera	Pelecorhynchidae			Glutops	3	cold	PR	no	TRUE	FALSE	DEPO							
BCG.PacNW.L370	ALL	lo	09112DFW	Gomphidae	1	FALSE	FALSE	Arthropoda	Insecta	Odonata	Gomphidae				3	cool_warm	PR	no	TRUE	TRUE	DEPO							
BCG.PacNW.L371	ALL	lo	09112DFW	Gumaga	4	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Sericostomatidae			Gumaga	2	NA	SH	no	FALSE	FALSE	RHEO							
BCG.PacNW.L372	ALL	lo	09112DFW	Hesperoperla pacifica	21	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Perlidae	Acroneuriinae	Acroneuriini	Hesperoperla	3	cold_cool	PR	yes	TRUE	FALSE	RHEO							
BCG.PacNW.L373	ALL	lo	09112DFW	Heterlimnius corpulentus	52	FALSE	FALSE	Arthropoda	Insecta	Coleoptera	Elmidae	Elminae		Heterlimnius	3	cold_cool	GC	yes	TRUE	FALSE	RHEO							
BCG.PacNW.L374	ALL	lo	09112DFW	Heteroplectron californicum	3	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Calamoceratidae	Calamoceratinae		Heteroplectron	2	NA	SH	no	FALSE	TRUE	DEPO							
BCG.PacNW.L375	ALL	lo	09112DFW	Hexatoma	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Limoniidae	Limoniinae		Hexatoma	3	cold_cool	PR	no	FALSE	FALSE	DEPO							
BCG.PacNW.L376	ALL	lo	09112DFW	Hydropsyche	72	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Hydropsychidae	Hydropsychinae		Hydropsyche	4	cool_warm	FC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L377	ALL	lo	09112DFW	Juga	11	FALSE	FALSE	Mollusca	Gastropoda	Neotaenioglossa	Pleuroceridae			Juga	4	warm	SC	no	TRUE	FALSE	RHEO							
BCG.PacNW.L378	ALL	lo	09112DFW	Micrasema	5	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Brachycentridae			Micrasema	3	cold_cool	MH	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L379	ALL	lo	09112DFW	Narpus	2	FALSE	FALSE	Arthropoda	Insecta	Coleoptera	Elmidae	Elminae		Narpus	4	NA	NA	NA		FALSE	RHEO							
BCG.PacNW.L380	ALL	lo	09112DFW	Neoleptophlebia/Paraleptophlebia	2	FALSE	FALSE	Arthropoda	Insecta	Ephemeroptera	Leptophlebiidae			Neoleptophlebia/Paraleptophlebia	3	NA	NA	NA		FALSE	DEPO							
BCG.PacNW.L381	ALL	lo	09112DFW	Neophylax rickeri	1	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Thremmatidae			Neophylax	3	cold_cool	SC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L382	ALL	lo	09112DFW	Optioservus	16	FALSE	FALSE	Arthropoda	Insecta	Coleoptera	Elmidae	Elminae		Optioservus	4	cool_warm	SC	yes	TRUE	FALSE	GENE							
BCG.PacNW.L383	ALL	lo	09112DFW	Pagastia	23	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Diamesinae	Diamesini	Pagastia	3	cold_cool	GC	no	FALSE	FALSE	RHEO							
BCG.PacNW.L384	ALL	lo	09112DFW	Parametriocnemus	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladiinae		Parametriocnemus	4	cold_cool	GC	no	FALSE	FALSE	RHEO							
BCG.PacNW.L385	ALL	lo	09112DFW	Polypedilum	47	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Chironomini	Polypedilum	4	cool_warm	SH	yes	FALSE	FALSE	GENE							
BCG.PacNW.L386	ALL	lo	09112DFW	Psychoglypha	1	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Limnephilidae	Limnephilinae	Chilostigmini	Psychoglypha	3	cool_warm	GC	no	FALSE	FALSE	DEPO							
BCG.PacNW.L387	ALL	lo	09112DFW	Rheotanytarsus	36	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsini	Rheotanytarsus	4	cool_warm	FC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L388	ALL	lo	09112DFW	Rhyacophila arnaudi	3	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Rhyacophilidae			Rhyacophila	3	cold_cool	PR	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L389	ALL	lo	09112DFW	Rhyacophila betteni group	2	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Rhyacophilidae			Rhyacophila	3	cold_cool	PR	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L390	ALL	lo	09112DFW	Rhyacophila blarina	1	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Rhyacophilidae			Rhyacophila	3	cold_cool	PR	no	FALSE	FALSE	RHEO							
BCG.PacNW.L391	ALL	lo	09112DFW	Rhyacophila brunnea/vemna groups	3	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Rhyacophilidae			Rhyacophila	4	NA	NA	NA		FALSE	RHEO							
BCG.PacNW.L392	ALL	lo	09112DFW	Rhyacophila narvae	17	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Rhyacophilidae			Rhyacophila	3	cold	PR	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L393	ALL	lo	09112DFW	Simulium	17	FALSE	FALSE	Arthropoda	Insecta	Diptera	Simuliidae	Simuliinae	Simuliini	Simulium	4	cold_cool	FC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L394	ALL	lo	09112DFW	Skwala	14	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Perlodidae	Perlodinae	Arcynopterygini	Skwala	3	cold_cool	PR	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L395	ALL	lo	09112DFW	Sweltsa	21	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Chloroperlidae	Chloroperlinae		Sweltsa	4	cold_cool	PR	no	TRUE	FALSE	RHEO							
BCG.PacNW.L396	ALL	lo	09112DFW	Tanytarsini	31	TRUE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsini		4	NA	FC	yes	FALSE	FALSE	GENE							
BCG.PacNW.L397	ALL	lo	09112DFW	Tvetenia bavarica group	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladiinae		Tvetenia	4	cold_cool	GC	no	FALSE	FALSE	RHEO							
BCG.PacNW.L398	ALL	lo	09112DFW	Yoraperla	7	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Peltoperlidae	Peltoperlinae		Yoraperla	2	cold	SH	no	TRUE	FALSE	RHEO							
BCG.PacNW.L399	ALL	lo	09112DFW	Zaitzevia	9	FALSE	FALSE	Arthropoda	Insecta	Coleoptera	Elmidae	Elminae		Zaitzevia	4	cool_warm	GC	yes	TRUE	FALSE	RHEO							
BCG.PacNW.L400	ALL	lo	09112DFW	Zapada cinctipes	17	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Nemouridae	Nemourinae		Zapada	4	cold_cool	SH	no	FALSE	FALSE	RHEO							
BCG.PacNW.L401	ALL	lo	09112DFW	Zavrelimyia	5	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Tanypodinae	Pentaneurini	Zavrelimyia	4	cold_cool	PR	no	FALSE	FALSE	GENE							
BCG.PacNW.L402	ALL	lo	5777_8650	Antocha	4	FALSE	FALSE	Arthropoda	Insecta	Diptera	Limoniidae	Limoniinae		Antocha	4	cool_warm	GC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L403	ALL	lo	5777_8650	Attenella	1	FALSE	FALSE	Arthropoda	Insecta	Ephemeroptera	Ephemerellidae			Attenella	3	NA	GC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L404	ALL	lo	5777_8650	Baetis	16	FALSE	FALSE	Arthropoda	Insecta	Ephemeroptera	Baetidae			Baetis	4	NA	NA	NA		FALSE	RHEO							
BCG.PacNW.L405	ALL	lo	5777_8650	Brillia	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladiinae		Brillia	4	cold_cool	SH	no	FALSE	FALSE	GENE							
BCG.PacNW.L406	ALL	lo	5777_8650	Calineuria californica	2	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Perlidae	Acroneuriinae	Acroneuriini	Calineuria	3	cool_warm	PR	yes	TRUE	FALSE	RHEO							
BCG.PacNW.L407	ALL	lo	5777_8650	Chelifera/Metachela	6	FALSE	FALSE	Arthropoda	Insecta	Diptera	Empididae	Hemerodromiinae	Hemerodromiini	Chelifera/Metachela	4	cold_cool	PR	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L408	ALL	lo	5777_8650	Cleptelmis addenda	3	FALSE	FALSE	Arthropoda	Insecta	Coleoptera	Elmidae	Elminae		Cleptelmis	4	cool_warm	GC	yes	TRUE	FALSE	RHEO							
BCG.PacNW.L409	ALL	lo	5777_8650	Cricotopus	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladiinae		Cricotopus	4	cool_warm	SH	yes	FALSE	FALSE	GENE							
BCG.PacNW.L410	ALL	lo	5777_8650	Dixa	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Dixidae			Dixa	4	cold_cool	GC	no	FALSE	FALSE	SPEC							
BCG.PacNW.L411	ALL	lo	5777_8650	Drunella	3	TRUE	FALSE	Arthropoda	Insecta	Ephemeroptera	Ephemerellidae			Drunella	3	cold_cool	PR	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L412	ALL	lo	5777_8650	Drunella doddsii	1	FALSE	FALSE	Arthropoda	Insecta	Ephemeroptera	Ephemerellidae			Drunella	3	cold	SC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L413	ALL	lo	5777_8650	Dytiscidae	8	FALSE	FALSE	Arthropoda	Insecta	Coleoptera	Dytiscidae				3	cool_warm	PR	no	FALSE	FALSE	GENE							
BCG.PacNW.L414	ALL	lo	5777_8650	Eukiefferiella	9	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladiinae		Eukiefferiella	4	NA	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L415	ALL	lo	5777_8650	Glossosoma	10	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Glossosomatidae	Glossosomatinae	Glossosomatini	Glossosoma	3	cold_cool	SC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L416	ALL	lo	5777_8650	Haliplus	2	FALSE	FALSE	Arthropoda	Insecta	Coleoptera	Haliplidae			Haliplus	4	NA	MH	no	FALSE	FALSE	GENE							
BCG.PacNW.L417	ALL	lo	5777_8650	Hemerodromia	3	FALSE	FALSE	Arthropoda	Insecta	Diptera	Empididae	Hemerodromiinae	Hemerodromiini	Hemerodromia	5	cool_warm	PR	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L418	ALL	lo	5777_8650	Hesperoperla pacifica	8	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Perlidae	Acroneuriinae	Acroneuriini	Hesperoperla	3	cold_cool	PR	yes	TRUE	FALSE	RHEO							
BCG.PacNW.L419	ALL	lo	5777_8650	Heterlimnius corpulentus	47	FALSE	FALSE	Arthropoda	Insecta	Coleoptera	Elmidae	Elminae		Heterlimnius	3	cold_cool	GC	yes	TRUE	FALSE	RHEO							
BCG.PacNW.L420	ALL	lo	5777_8650	Hexatoma	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Limoniidae	Limoniinae		Hexatoma	3	cold_cool	PR	no	FALSE	FALSE	DEPO							
BCG.PacNW.L421	ALL	lo	5777_8650	Hydropsyche	179	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Hydropsychidae	Hydropsychinae		Hydropsyche	4	cool_warm	FC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L422	ALL	lo	5777_8650	Hydroptila	20	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Hydroptilidae	Hydroptilinae	Hydroptilini	Hydroptila	4	cool_warm	SC	yes	FALSE	FALSE	GENE							
BCG.PacNW.L423	ALL	lo	5777_8650	Isoperla	13	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Perlodidae	Isoperlinae		Isoperla	3	NA	PR	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L424	ALL	lo	5777_8650	Lepidostoma	1	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Lepidostomatidae	Lepidostomatinae		Lepidostoma	3	NA	SH	no	FALSE	FALSE	DEPO							
BCG.PacNW.L425	ALL	lo	5777_8650	Micrasema	5	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Brachycentridae			Micrasema	3	cold_cool	MH	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L426	ALL	lo	5777_8650	Micropsectra	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsini	Micropsectra	4	cold_cool	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L427	ALL	lo	5777_8650	Neaviperla/Suwallia	4	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Chloroperlidae		Suwalliini	Neaviperla/Suwallia	3	NA	NA	NA		FALSE	RHEO							
BCG.PacNW.L428	ALL	lo	5777_8650	Neophylax rickeri	3	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Thremmatidae			Neophylax	3	cold_cool	SC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L429	ALL	lo	5777_8650	Optioservus	10	FALSE	FALSE	Arthropoda	Insecta	Coleoptera	Elmidae	Elminae		Optioservus	4	cool_warm	SC	yes	TRUE	FALSE	GENE							
BCG.PacNW.L430	ALL	lo	5777_8650	Orthocladiinae	1	TRUE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladiinae			4	NA	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L431	ALL	lo	5777_8650	Orthocladius	2	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladiinae		Orthocladius	4	cold_cool	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L432	ALL	lo	5777_8650	Pagastia	4	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Diamesinae	Diamesini	Pagastia	3	cold_cool	GC	no	FALSE	FALSE	RHEO							
BCG.PacNW.L433	ALL	lo	5777_8650	Paraleptophlebia bicornuta group	3	FALSE	FALSE	Arthropoda	Insecta	Ephemeroptera	Leptophlebiidae			Paraleptophlebia	3	cool_warm	GC	no	FALSE	FALSE	DEPO							
BCG.PacNW.L434	ALL	lo	5777_8650	Paraperla	3	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Chloroperlidae	Paraperlinae		Paraperla	3	cold	PR	yes	TRUE	FALSE	SPEC							
BCG.PacNW.L435	ALL	lo	5777_8650	Perlodidae	4	TRUE	FALSE	Arthropoda	Insecta	Plecoptera	Perlodidae				3	NA	PR	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L436	ALL	lo	5777_8650	Polypedilum	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Chironomini	Polypedilum	4	cool_warm	SH	yes	FALSE	FALSE	GENE							
BCG.PacNW.L437	ALL	lo	5777_8650	Potthastia gaedii group	4	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Diamesinae	Diamesini	Potthastia	3	cool_warm	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L438	ALL	lo	5777_8650	Rheotanytarsus	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsini	Rheotanytarsus	4	cool_warm	FC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L439	ALL	lo	5777_8650	Rhithrogena	3	FALSE	FALSE	Arthropoda	Insecta	Ephemeroptera	Heptageniidae			Rhithrogena	4	cold_cool	SC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L440	ALL	lo	5777_8650	Rhyacophila	1	TRUE	FALSE	Arthropoda	Insecta	Trichoptera	Rhyacophilidae			Rhyacophila	3	cold_cool	PR	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L441	ALL	lo	5777_8650	Rhyacophila arnaudi	1	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Rhyacophilidae			Rhyacophila	3	cold_cool	PR	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L442	ALL	lo	5777_8650	Rhyacophila betteni group	1	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Rhyacophilidae			Rhyacophila	3	cold_cool	PR	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L443	ALL	lo	5777_8650	Rhyacophila blarina	8	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Rhyacophilidae			Rhyacophila	3	cold_cool	PR	no	FALSE	FALSE	RHEO							
BCG.PacNW.L444	ALL	lo	5777_8650	Rhyacophila brunnea/vemna groups	5	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Rhyacophilidae			Rhyacophila	4	NA	NA	NA		FALSE	RHEO							
BCG.PacNW.L445	ALL	lo	5777_8650	Simulium	23	FALSE	FALSE	Arthropoda	Insecta	Diptera	Simuliidae	Simuliinae	Simuliini	Simulium	4	cold_cool	FC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L446	ALL	lo	5777_8650	Skwala	2	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Perlodidae	Perlodinae	Arcynopterygini	Skwala	3	cold_cool	PR	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L447	ALL	lo	5777_8650	Sweltsa	20	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Chloroperlidae	Chloroperlinae		Sweltsa	4	cold_cool	PR	no	TRUE	FALSE	RHEO							
BCG.PacNW.L448	ALL	lo	5777_8650	Tanytarsini	1	TRUE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsini		4	NA	FC	yes	FALSE	FALSE	GENE							
BCG.PacNW.L449	ALL	lo	5777_8650	Tanytarsus	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsini	Tanytarsus	4	cool_warm	FC	yes	FALSE	FALSE	GENE							
BCG.PacNW.L450	ALL	lo	5777_8650	Thienemannimyia group	2	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Tanypodinae	Pentaneurini	Thienemannimyia group	4	cool_warm	PR	no	FALSE	FALSE	GENE							
BCG.PacNW.L451	ALL	lo	5777_8650	Timpanoga hecuba	1	FALSE	FALSE	Arthropoda	Insecta	Ephemeroptera	Ephemerellidae			Timpanoga	3	cool_warm	NA	NA		TRUE	DEPO							
BCG.PacNW.L452	ALL	lo	5777_8650	Trichoclinocera	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Empididae	Clinocerinae		Trichoclinocera	4	NA	PR	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L453	ALL	lo	5777_8650	Trombidiformes	45	FALSE	FALSE	Arthropoda	Arachnida	Trombidiformes					4	NA	NA	no	FALSE	FALSE	UNKN							
BCG.PacNW.L454	ALL	lo	5777_8650	Tvetenia bavarica group	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladiinae		Tvetenia	4	cold_cool	GC	no	FALSE	FALSE	RHEO							
BCG.PacNW.L455	ALL	lo	5777_8650	Uenoidae	2	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Uenoidae				2	cold_cool	SC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L456	ALL	lo	5777_8650	Wormaldia	14	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Philopotamidae	Philopotaminae		Wormaldia	4	cold_cool	FC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L457	ALL	lo	5777_8650	Zaitzevia	22	FALSE	FALSE	Arthropoda	Insecta	Coleoptera	Elmidae	Elminae		Zaitzevia	4	cool_warm	GC	yes	TRUE	FALSE	RHEO							
BCG.PacNW.L458	ALL	lo	5777_8650	Zapada cinctipes	1	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Nemouridae	Nemourinae		Zapada	4	cold_cool	SH	no	FALSE	FALSE	RHEO							
BCG.PacNW.L459	ALL	lo	8104_12970	Baetis tricaudatus complex	162	FALSE	FALSE	Arthropoda	Insecta	Ephemeroptera	Baetidae			Baetis	4	cool_warm	GC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L460	ALL	lo	8104_12970	Brillia	2	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladiinae		Brillia	4	cold_cool	SH	no	FALSE	FALSE	GENE							
BCG.PacNW.L461	ALL	lo	8104_12970	Caecidotea	2	FALSE	FALSE	Arthropoda	Malacostraca	Isopoda	Asellidae			Caecidotea	5	cool_warm	GC	no	FALSE	FALSE	DEPO							
BCG.PacNW.L462	ALL	lo	8104_12970	Cleptelmis addenda	7	FALSE	FALSE	Arthropoda	Insecta	Coleoptera	Elmidae	Elminae		Cleptelmis	4	cool_warm	GC	yes	TRUE	FALSE	RHEO							
BCG.PacNW.L463	ALL	lo	8104_12970	Crangonyx	60	FALSE	FALSE	Arthropoda	Malacostraca	Amphipoda	Crangonyctidae			Crangonyx	5	cool_warm	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L464	ALL	lo	8104_12970	Dicranota	9	FALSE	FALSE	Arthropoda	Insecta	Diptera	Pediciidae	Pediciinae		Dicranota	4	cold_cool	PR	no	FALSE	FALSE	GENE							
BCG.PacNW.L465	ALL	lo	8104_12970	Dixa	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Dixidae			Dixa	4	cold_cool	GC	no	FALSE	FALSE	SPEC							
BCG.PacNW.L466	ALL	lo	8104_12970	Enchytraeidae	8	FALSE	FALSE	Annelida	Clitellata		Enchytraeidae				4	cold_cool	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L467	ALL	lo	8104_12970	Eukiefferiella	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladiinae		Eukiefferiella	4	NA	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L468	ALL	lo	8104_12970	Lepidostoma	3	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Lepidostomatidae	Lepidostomatinae		Lepidostoma	3	NA	SH	no	FALSE	FALSE	DEPO							
BCG.PacNW.L469	ALL	lo	8104_12970	Lumbriculidae	74	FALSE	FALSE	Annelida	Clitellata	Lumbriculida	Lumbriculidae				4	NA	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L470	ALL	lo	8104_12970	Malenka	9	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Nemouridae			Malenka	4	cool_warm	SH	no	FALSE	FALSE	RHEO							
BCG.PacNW.L471	ALL	lo	8104_12970	Micropsectra	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsini	Micropsectra	4	cold_cool	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L472	ALL	lo	8104_12970	Narpus	4	FALSE	FALSE	Arthropoda	Insecta	Coleoptera	Elmidae	Elminae		Narpus	4	NA	NA	NA		FALSE	RHEO							
BCG.PacNW.L473	ALL	lo	8104_12970	Nemata	50	FALSE	FALSE	Nemata							4	NA	OM	no	FALSE	FALSE	SPEC							
BCG.PacNW.L474	ALL	lo	8104_12970	Neoplasta	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Empididae	Hemerodromiinae	Hemerodromiini	Neoplasta	4	cool_warm	PR	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L475	ALL	lo	8104_12970	Optioservus	18	FALSE	FALSE	Arthropoda	Insecta	Coleoptera	Elmidae	Elminae		Optioservus	4	cool_warm	SC	yes	TRUE	FALSE	GENE							
BCG.PacNW.L476	ALL	lo	8104_12970	Pisidium	2	FALSE	FALSE	Mollusca	Bivalvia	Veneroida	Sphaeriidae			Pisidium	4	cold_cool	FC	no	TRUE	FALSE	DEPO							
BCG.PacNW.L477	ALL	lo	8104_12970	Polypedilum	2	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Chironomini	Polypedilum	4	cool_warm	SH	yes	FALSE	FALSE	GENE							
BCG.PacNW.L478	ALL	lo	8104_12970	Psychodidae	3	FALSE	FALSE	Arthropoda	Insecta	Diptera	Psychodidae				3	cold_cool	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L479	ALL	lo	8104_12970	Rheotanytarsus	6	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsini	Rheotanytarsus	4	cool_warm	FC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L480	ALL	lo	8104_12970	Sarcoptiformes	2	FALSE	FALSE	Arthropoda	Arachnida	Sarcoptiformes					4	NA	NA	NA		FALSE	UNKN							
BCG.PacNW.L481	ALL	lo	8104_12970	Simulium	45	FALSE	FALSE	Arthropoda	Insecta	Diptera	Simuliidae	Simuliinae	Simuliini	Simulium	4	cold_cool	FC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L482	ALL	lo	8104_12970	Sphaeriidae	3	TRUE	FALSE	Mollusca	Bivalvia	Veneroida	Sphaeriidae				4	NA	FC	no	TRUE	FALSE	DEPO							
